timestamp,date,status,attendance,home_team,away_team,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1637017200,2021-11-10,incomplete,N/A,Argentina,Brazil,N/A,14,2.25,3,2.25,3,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.63,38,82,38,25,13,57,82,38,63,9.88,4.13,0,0,0,0,0,0,0,0,0,Estadio Monumental Antonio Vespucio Liberti (Capital Federal- Ciudad de Buenos Aires)
1643238000,2022-01-26,incomplete,N/A,Ecuador,Brazil,N/A,15,1.44,3,1.44,3,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.82,29,71,35,29,29,36,54,53,77,9.24,4.69,0,0,0,0,0,0,0,0,0,Estadio Olímpico Atahualpa (Quito)
1643238000,2022-01-26,incomplete,N/A,Paraguay,Uruguay,N/A,15,1.22,1.67,1.22,1.67,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.39,50,73,39,22,11,33,62,39,67,8.11,4.67,0,0,0,0,0,0,0,0,0,Estadio Defensores del Chaco (Asunción)
1643238000,2022-01-26,incomplete,N/A,Chile,Argentina,N/A,15,0.78,2.25,0.78,2.25,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.48,65,83,47,24,0,60,84,36,59,10.19,4.78,0,0,0,0,0,0,0,0,0,Estadio Nacional Julio Martínez Prádanos (Santiago de Chile)
1643238000,2022-01-26,incomplete,N/A,Venezuela,Bolivia,N/A,15,0.44,0.67,0.44,0.67,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,61,78,67,39,17,45,73,56,84,7.11,5.78,0,0,0,0,0,0,0,0,0,Estadio Polideportivo de Pueblo Nuevo (San Cristóbal)
1643238000,2022-01-26,incomplete,N/A,Colombia,Peru,N/A,15,1.44,0.89,1.44,0.89,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3.17,56,95,61,33,11,56,84,56,67,8.56,6.11,0,0,0,0,0,0,0,0,0,Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
1643670000,2022-01-26,incomplete,N/A,Argentina,Colombia,N/A,16,2.25,1.44,2.25,1.44,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3.1,65,94,64,35,6,60,95,53,70,10.53,5.11,0,0,0,0,0,0,0,0,0,Estadio Monumental Antonio Vespucio Liberti (Capital Federal- Ciudad de Buenos Aires)
1643670000,2022-01-26,incomplete,N/A,Uruguay,Venezuela,N/A,16,1.67,0.44,1.67,0.44,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.39,44,62,50,22,11,39,67,39,62,8,4.45,0,0,0,0,0,0,0,0,0,Estadio Centenario (Montevideo)
1643670000,2022-01-26,incomplete,N/A,Brazil,Paraguay,N/A,16,3,1.22,3,1.22,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.43,35,77,29,24,13,36,60,36,77,8.35,4.91,0,0,0,0,0,0,0,0,0,Estadio Jornalista Mário Filho (Maracanã) (Rio de Janeiro- Rio de Janeiro)
1643670000,2022-01-26,incomplete,N/A,Peru,Ecuador,N/A,16,0.89,1.44,0.89,1.44,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.89,44,78,44,28,22,39,61,56,61,8.89,5.56,0,0,0,0,0,0,0,0,0,Estadio Nacional de Lima (Lima)
1643670000,2022-01-26,incomplete,N/A,Bolivia,Chile,N/A,16,0.67,0.78,0.67,0.78,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3.06,73,89,61,39,17,56,73,56,84,7.44,6,0,0,0,0,0,0,0,0,0,Estadio Hernando Siles (La Paz)
1648076400,2022-03-23,incomplete,N/A,Uruguay,Peru,N/A,17,1.67,0.89,1.67,0.89,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.67,44,78,44,22,17,50,73,44,50,7.67,4.89,0,0,0,0,0,0,0,0,0,Estadio Centenario (Montevideo)
1648076400,2022-03-23,incomplete,N/A,Colombia,Bolivia,N/A,17,1.44,0.67,1.44,0.67,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3.67,73,100,78,50,22,56,84,73,95,7.78,6.33,0,0,0,0,0,0,0,0,0,Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
1648076400,2022-03-23,incomplete,N/A,Brazil,Chile,N/A,17,3,0.78,3,0.78,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.48,40,77,35,24,13,53,65,36,71,8.57,4.91,0,0,0,0,0,0,0,0,0,Estadio Jornalista Mário Filho (Maracanã) (Rio de Janeiro- Rio de Janeiro)
1648076400,2022-03-23,incomplete,N/A,Argentina,Venezuela,N/A,17,2.25,0.44,2.25,0.44,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.43,54,72,53,24,0,48,84,36,59,9.86,4.56,0,0,0,0,0,0,0,0,0,Estadio Monumental Antonio Vespucio Liberti (Capital Federal- Ciudad de Buenos Aires)
1648076400,2022-03-23,incomplete,N/A,Paraguay,Ecuador,N/A,17,1.22,1.44,1.22,1.44,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.61,50,73,39,28,17,22,50,50,78,9.33,5.34,0,0,0,0,0,0,0,0,0,Estadio Defensores del Chaco (Asunción)
1648504800,2022-03-23,incomplete,N/A,Bolivia,Brazil,N/A,18,0.67,3,0.67,3,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3.21,46,88,52,41,29,53,71,58,88,7.13,5.35,0,0,0,0,0,0,0,0,0,Estadio Hernando Siles (La Paz)
1648504800,2022-03-23,incomplete,N/A,Ecuador,Argentina,N/A,18,1.44,2.25,1.44,2.25,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.82,54,78,47,29,17,43,72,53,64,10.86,4.56,0,0,0,0,0,0,0,0,0,Estadio Olímpico Atahualpa (Quito)
1648504800,2022-03-23,incomplete,N/A,Peru,Paraguay,N/A,18,0.89,1.22,0.89,1.22,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.5,50,84,39,22,6,39,67,39,61,8,5.78,0,0,0,0,0,0,0,0,0,Estadio Nacional de Lima (Lima)
1648504800,2022-03-23,incomplete,N/A,Chile,Uruguay,N/A,18,0.78,1.67,0.78,1.67,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.45,56,73,44,22,11,50,67,39,62,8.33,4.67,0,0,0,0,0,0,0,0,0,Estadio Nacional Julio Martínez Prádanos (Santiago de Chile)
1648504800,2022-03-23,incomplete,N/A,Venezuela,Colombia,N/A,18,0.44,1.44,0.44,1.44,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.89,56,78,67,33,6,45,78,50,78,8.89,5.67,0,0,0,0,0,0,0,0,0,Estadio Polideportivo de Pueblo Nuevo (San Cristóbal)
